method,dist,n1,n2,rho1,rho2,fz_nosim,fz
pearson,mild,60,240,0.1,0.9,1,1
pearson,mild,60,240,0.2,0,0.279029275,0.295
pearson,mild,60,240,0.2,0.1,0.102782036,0.119
pearson,mild,60,240,0.2,0.2,0.025,0.052
pearson,mild,60,240,0.2,0.3,0.10821056,0.121
pearson,mild,60,240,0.2,0.4,0.321873095,0.306
pearson,mild,60,240,0.2,0.5,0.651476043,0.659
pearson,mild,60,240,0.2,0.6,0.913770455,0.925
pearson,mild,60,240,0.2,0.7,0.994533844,0.996
pearson,mild,60,240,0.2,0.8,0.999980457,1
pearson,mild,60,240,0.2,0.9,1,1
pearson,mild,60,240,0.3,0,0.554933373,0.568
pearson,mild,60,240,0.3,0.1,0.2939112,0.325
pearson,mild,60,240,0.3,0.2,0.10821056,0.117
pearson,mild,60,240,0.3,0.3,0.025,0.042
pearson,mild,60,240,0.3,0.4,0.117745878,0.124
pearson,mild,60,240,0.3,0.5,0.368980512,0.362
pearson,mild,60,240,0.3,0.6,0.739070194,0.762
pearson,mild,60,240,0.3,0.7,0.965695944,0.967
pearson,mild,60,240,0.3,0.8,0.999649201,0.999
pearson,mild,60,240,0.3,0.9,0.999999998,1
pearson,mild,60,240,0.4,0,0.819054822,0.823
pearson,mild,60,240,0.4,0.1,0.591590798,0.591
pearson,mild,60,240,0.4,0.2,0.321873095,0.321
pearson,mild,60,240,0.4,0.3,0.117745878,0.127
pearson,mild,60,240,0.4,0.4,0.025,0.055
pearson,mild,60,240,0.4,0.5,0.133890304,0.144
pearson,mild,60,240,0.4,0.6,0.447036641,0.447
pearson,mild,60,240,0.4,0.7,0.852532842,0.851
pearson,mild,60,240,0.4,0.8,0.995542816,0.996
pearson,mild,60,240,0.4,0.9,0.999999868,1
pearson,mild,60,240,0.5,0,0.961095683,0.969
pearson,mild,60,240,0.5,0.1,0.860687856,0.853
pearson,mild,60,240,0.5,0.2,0.651476043,0.662
pearson,mild,60,240,0.5,0.3,0.368980512,0.339
pearson,mild,60,240,0.5,0.4,0.133890304,0.136
pearson,mild,60,240,0.5,0.5,0.025,0.044
pearson,mild,60,240,0.5,0.6,0.162329772,0.161
pearson,mild,60,240,0.5,0.7,0.577531505,0.577
pearson,mild,60,240,0.5,0.8,0.961095683,0.964
pearson,mild,60,240,0.5,0.9,0.999991307,1
pearson,mild,60,240,0.6,0,0.996914753,0.997
pearson,mild,60,240,0.6,0.1,0.980226576,0.988
pearson,mild,60,240,0.6,0.2,0.913770455,0.928
pearson,mild,60,240,0.6,0.3,0.739070194,0.754
pearson,mild,60,240,0.6,0.4,0.447036641,0.464
pearson,mild,60,240,0.6,0.5,0.162329772,0.166
pearson,mild,60,240,0.6,0.6,0.025,0.041
pearson,mild,60,240,0.6,0.7,0.21785624,0.226
pearson,mild,60,240,0.6,0.8,0.78480039,0.764
pearson,mild,60,240,0.6,0.9,0.999551571,0.999
pearson,mild,60,240,0.7,0,0.999955558,1
pearson,mild,60,240,0.7,0.1,0.999400171,0.999
pearson,mild,60,240,0.7,0.2,0.994533844,0.996
pearson,mild,60,240,0.7,0.3,0.965695944,0.967
pearson,mild,60,240,0.7,0.4,0.852532842,0.861
pearson,mild,60,240,0.7,0.5,0.577531505,0.591
pearson,mild,60,240,0.7,0.6,0.21785624,0.23
pearson,mild,60,240,0.7,0.7,0.025,0.05
pearson,mild,60,240,0.7,0.8,0.34752853,0.328
pearson,mild,60,240,0.7,0.9,0.983843622,0.983
pearson,mild,60,240,0.8,0,0.99999998,1
pearson,mild,60,240,0.8,0.1,0.999999234,1
pearson,mild,60,240,0.8,0.2,0.999980457,1
pearson,mild,60,240,0.8,0.3,0.999649201,1
pearson,mild,60,240,0.8,0.4,0.995542816,0.997
pearson,mild,60,240,0.8,0.5,0.961095683,0.961
pearson,mild,60,240,0.8,0.6,0.78480039,0.797
pearson,mild,60,240,0.8,0.7,0.34752853,0.353
pearson,mild,60,240,0.8,0.8,0.025,0.053
pearson,mild,60,240,0.8,0.9,0.716527899,0.716
pearson,mild,60,240,0.9,0,1,1
pearson,mild,60,240,0.9,0.1,1,1
pearson,mild,60,240,0.9,0.2,1,1
pearson,mild,60,240,0.9,0.3,0.999999998,1
pearson,mild,60,240,0.9,0.4,0.999999868,1
pearson,mild,60,240,0.9,0.5,0.999991307,1
pearson,mild,60,240,0.9,0.6,0.999551571,1
pearson,mild,60,240,0.9,0.7,0.983843622,0.984
pearson,mild,60,240,0.9,0.8,0.716527899,0.727
pearson,mild,60,240,0.9,0.9,0.025,0.041
pearson,mild,60,480,0,0,0.025,0.049
pearson,mild,60,480,0,0.1,0.106746375,0.124
pearson,mild,60,480,0,0.2,0.303849555,0.316
pearson,mild,60,480,0,0.3,0.598173087,0.607
pearson,mild,60,480,0,0.4,0.856107651,0.887
pearson,mild,60,480,0,0.5,0.974980138,0.973
pearson,mild,60,480,0,0.6,0.998586763,1
pearson,mild,60,480,0,0.7,0.999988247,1
pearson,mild,60,480,0,0.8,0.999999998,1
pearson,mild,60,480,0,0.9,1,1
pearson,mild,60,480,0.1,0,0.106746375,0.117
pearson,mild,60,480,0.1,0.1,0.025,0.051
pearson,mild,60,480,0.1,0.2,0.109478537,0.12
pearson,mild,60,480,0.1,0.3,0.320133938,0.312
pearson,mild,60,480,0.1,0.4,0.635722546,0.607
pearson,mild,60,480,0.1,0.5,0.893191095,0.902
pearson,mild,60,480,0.1,0.6,0.988398035,0.989
pearson,mild,60,480,0.1,0.7,0.999778241,1
pearson,mild,60,480,0.1,0.8,0.999999879,1
pearson,mild,60,480,0.1,0.9,1,1
pearson,mild,60,480,0.2,0,0.303849555,0.295
pearson,mild,60,480,0.2,0.1,0.109478537,0.105
pearson,mild,60,480,0.2,0.2,0.025,0.052
pearson,mild,60,480,0.2,0.3,0.11546197,0.125
pearson,mild,60,480,0.2,0.4,0.350633966,0.373
pearson,mild,60,480,0.2,0.5,0.696031634,0.703
pearson,mild,60,480,0.2,0.6,0.938146944,0.944
pearson,mild,60,480,0.2,0.7,0.997299397,0.995
pearson,mild,60,480,0.2,0.8,0.999995345,1
pearson,mild,60,480,0.2,0.9,1,1
pearson,mild,60,480,0.3,0,0.598173087,0.621
pearson,mild,60,480,0.3,0.1,0.320133938,0.302
pearson,mild,60,480,0.3,0.2,0.11546197,0.115
pearson,mild,60,480,0.3,0.3,0.025,0.035
pearson,mild,60,480,0.3,0.4,0.125982166,0.107
pearson,mild,60,480,0.3,0.5,0.40169551,0.411
pearson,mild,60,480,0.3,0.6,0.78154465,0.791
pearson,mild,60,480,0.3,0.7,0.978313298,0.978
pearson,mild,60,480,0.3,0.8,0.999879022,1
pearson,mild,60,480,0.3,0.9,1,1
pearson,mild,60,480,0.4,0,0.856107651,0.856
pearson,mild,60,480,0.4,0.1,0.635722546,0.65
pearson,mild,60,480,0.4,0.2,0.350633966,0.341
pearson,mild,60,480,0.4,0.3,0.125982166,0.126
pearson,mild,60,480,0.4,0.4,0.025,0.058
pearson,mild,60,480,0.4,0.5,0.14381533,0.148
pearson,mild,60,480,0.4,0.6,0.485261547,0.465
pearson,mild,60,480,0.4,0.7,0.886037939,0.87
pearson,mild,60,480,0.4,0.8,0.997856644,0.997
pearson,mild,60,480,0.4,0.9,0.999999983,1
pearson,mild,60,480,0.5,0,0.974980138,0.982
pearson,mild,60,480,0.5,0.1,0.893191095,0.881
pearson,mild,60,480,0.5,0.2,0.696031634,0.7
pearson,mild,60,480,0.5,0.3,0.40169551,0.405
pearson,mild,60,480,0.5,0.4,0.14381533,0.155
pearson,mild,60,480,0.5,0.5,0.025,0.047
pearson,mild,60,480,0.5,0.6,0.175259638,0.169
pearson,mild,60,480,0.5,0.7,0.621374678,0.622
pearson,mild,60,480,0.5,0.8,0.974980138,0.975
pearson,mild,60,480,0.5,0.9,0.999998132,1
pearson,mild,60,480,0.6,0,0.998586763,0.997
pearson,mild,60,480,0.6,0.1,0.988398035,0.993
pearson,mild,60,480,0.6,0.2,0.938146944,0.95
pearson,mild,60,480,0.6,0.3,0.78154465,0.785
pearson,mild,60,480,0.6,0.4,0.485261547,0.471
pearson,mild,60,480,0.6,0.5,0.175259638,0.168
pearson,mild,60,480,0.6,0.6,0.025,0.046
pearson,mild,60,480,0.6,0.7,0.236598125,0.193
pearson,mild,60,480,0.6,0.8,0.824652692,0.816
pearson,mild,60,480,0.6,0.9,0.999840356,1
pearson,mild,60,480,0.7,0,0.999988247,1
pearson,mild,60,480,0.7,0.1,0.999778241,1
pearson,mild,60,480,0.7,0.2,0.997299397,0.999
pearson,mild,60,480,0.7,0.3,0.978313298,0.981
pearson,mild,60,480,0.7,0.4,0.886037939,0.894
pearson,mild,60,480,0.7,0.5,0.621374678,0.653
pearson,mild,60,480,0.7,0.6,0.236598125,0.246
pearson,mild,60,480,0.7,0.7,0.025,0.037
pearson,mild,60,480,0.7,0.8,0.378496118,0.383
pearson,mild,60,480,0.7,0.9,0.990774748,0.992
pearson,mild,60,480,0.8,0,0.999999998,1
pearson,mild,60,480,0.8,0.1,0.999999879,1
pearson,mild,60,480,0.8,0.2,0.999995345,1
pearson,mild,60,480,0.8,0.3,0.999879022,1
pearson,mild,60,480,0.8,0.4,0.997856644,0.998
pearson,mild,60,480,0.8,0.5,0.974980138,0.982
pearson,mild,60,480,0.8,0.6,0.824652692,0.818
pearson,mild,60,480,0.8,0.7,0.378496118,0.377
pearson,mild,60,480,0.8,0.8,0.025,0.038
pearson,mild,60,480,0.8,0.9,0.75988102,0.74
pearson,mild,60,480,0.9,0,1,1
pearson,mild,60,480,0.9,0.1,1,1
pearson,mild,60,480,0.9,0.2,1,1
pearson,mild,60,480,0.9,0.3,1,1
pearson,mild,60,480,0.9,0.4,0.999999983,1
pearson,mild,60,480,0.9,0.5,0.999998132,1
pearson,mild,60,480,0.9,0.6,0.999840356,1
pearson,mild,60,480,0.9,0.7,0.990774748,0.99
pearson,mild,60,480,0.9,0.8,0.75988102,0.773
pearson,mild,60,480,0.9,0.9,0.025,0.056
pearson,mild,60,960,0,0,0.025,0.053
pearson,mild,60,960,0,0.1,0.110467106,0.107
pearson,mild,60,960,0,0.2,0.318103489,0.307
pearson,mild,60,960,0,0.3,0.6218062,0.644
pearson,mild,60,960,0,0.4,0.874374694,0.863
pearson,mild,60,960,0,0.5,0.980724994,0.978
pearson,mild,60,960,0,0.6,0.999107856,0.999
pearson,mild,60,960,0,0.7,0.99999462,1
pearson,mild,60,960,0,0.8,0.999999999,1
pearson,mild,60,960,0,0.9,1,1
pearson,mild,60,960,0.1,0,0.110467106,0.124
pearson,mild,60,960,0.1,0.1,0.025,0.047
pearson,mild,60,960,0.1,0.2,0.113345846,0.124
pearson,mild,60,960,0.1,0.3,0.335167511,0.328
pearson,mild,60,960,0.1,0.4,0.659610672,0.661
pearson,mild,60,960,0.1,0.5,0.90874098,0.917
pearson,mild,60,960,0.1,0.6,0.991531062,0.993
pearson,mild,60,960,0.1,0.7,0.99987652,1
pearson,mild,60,960,0.1,0.8,0.999999959,1
pearson,mild,60,960,0.1,0.9,1,1
pearson,mild,60,960,0.2,0,0.318103489,0.339
pearson,mild,60,960,0.2,0.1,0.113345846,0.125
pearson,mild,60,960,0.2,0.2,0.025,0.045
pearson,mild,60,960,0.2,0.3,0.11965218,0.116
pearson,mild,60,960,0.2,0.4,0.367064485,0.353
pearson,mild,60,960,0.2,0.5,0.719717629,0.711
pearson,mild,60,960,0.2,0.6,0.949186275,0.939
pearson,mild,60,960,0.2,0.7,0.998217871,0.999
pearson,mild,60,960,0.2,0.8,0.999997996,1
pearson,mild,60,960,0.2,0.9,1,1
pearson,mild,60,960,0.3,0,0.6218062,0.611
pearson,mild,60,960,0.3,0.1,0.335167511,0.355
pearson,mild,60,960,0.3,0.2,0.11965218,0.119
pearson,mild,60,960,0.3,0.3,0.025,0.043
pearson,mild,60,960,0.3,0.4,0.130745312,0.121
pearson,mild,60,960,0.3,0.5,0.420257887,0.422
pearson,mild,60,960,0.3,0.6,0.803385937,0.809
pearson,mild,60,960,0.3,0.7,0.983460248,0.984
pearson,mild,60,960,0.3,0.8,0.999935324,0.999
pearson,mild,60,960,0.3,0.9,1,1
pearson,mild,60,960,0.4,0,0.874374694,0.886
pearson,mild,60,960,0.4,0.1,0.659610672,0.678
pearson,mild,60,960,0.4,0.2,0.367064485,0.387
pearson,mild,60,960,0.4,0.3,0.130745312,0.135
pearson,mild,60,960,0.4,0.4,0.025,0.061
pearson,mild,60,960,0.4,0.5,0.149559885,0.156
pearson,mild,60,960,0.4,0.6,0.506657524,0.5
pearson,mild,60,960,0.4,0.7,0.902172112,0.885
pearson,mild,60,960,0.4,0.8,0.998607847,0.999
pearson,mild,60,960,0.4,0.9,0.999999995,1
pearson,mild,60,960,0.5,0,0.980724994,0.98
pearson,mild,60,960,0.5,0.1,0.90874098,0.915
pearson,mild,60,960,0.5,0.2,0.719717629,0.721
pearson,mild,60,960,0.5,0.3,0.420257887,0.41
pearson,mild,60,960,0.5,0.4,0.149559885,0.156
pearson,mild,60,960,0.5,0.5,0.025,0.057
pearson,mild,60,960,0.5,0.6,0.182745299,0.166
pearson,mild,60,960,0.5,0.7,0.645197559,0.645
pearson,mild,60,960,0.5,0.8,0.980724994,0.974
pearson,mild,60,960,0.5,0.9,0.999999242,1
pearson,mild,60,960,0.6,0,0.999107856,0.998
pearson,mild,60,960,0.6,0.1,0.991531062,0.996
pearson,mild,60,960,0.6,0.2,0.949186275,0.959
pearson,mild,60,960,0.6,0.3,0.803385937,0.813
pearson,mild,60,960,0.6,0.4,0.506657524,0.535
pearson,mild,60,960,0.6,0.5,0.182745299,0.198
pearson,mild,60,960,0.6,0.6,0.025,0.053
pearson,mild,60,960,0.6,0.7,0.247421989,0.222
pearson,mild,60,960,0.6,0.8,0.844695883,0.825
pearson,mild,60,960,0.6,0.9,0.99991305,1
pearson,mild,60,960,0.7,0,0.99999462,1
pearson,mild,60,960,0.7,0.1,0.99987652,1
pearson,mild,60,960,0.7,0.2,0.998217871,0.997
pearson,mild,60,960,0.7,0.3,0.983460248,0.985
pearson,mild,60,960,0.7,0.4,0.902172112,0.884
pearson,mild,60,960,0.7,0.5,0.645197559,0.663
pearson,mild,60,960,0.7,0.6,0.247421989,0.248
pearson,mild,60,960,0.7,0.7,0.025,0.055
pearson,mild,60,960,0.7,0.8,0.396123992,0.383
pearson,mild,60,960,0.7,0.9,0.993372695,0.988
pearson,mild,60,960,0.8,0,0.999999999,1
pearson,mild,60,960,0.8,0.1,0.999999959,1
pearson,mild,60,960,0.8,0.2,0.999997996,1
pearson,mild,60,960,0.8,0.3,0.999935324,1
pearson,mild,60,960,0.8,0.4,0.998607847,0.999
pearson,mild,60,960,0.8,0.5,0.980724994,0.981
pearson,mild,60,960,0.8,0.6,0.844695883,0.861
pearson,mild,60,960,0.8,0.7,0.396123992,0.41
pearson,mild,60,960,0.8,0.8,0.025,0.052
pearson,mild,60,960,0.8,0.9,0.782387747,0.763
pearson,mild,60,960,0.9,0,1,1
pearson,mild,60,960,0.9,0.1,1,1
pearson,mild,60,960,0.9,0.2,1,1
pearson,mild,60,960,0.9,0.3,1,1
pearson,mild,60,960,0.9,0.4,0.999999995,1
pearson,mild,60,960,0.9,0.5,0.999999242,1
pearson,mild,60,960,0.9,0.6,0.99991305,1
pearson,mild,60,960,0.9,0.7,0.993372695,0.994
pearson,mild,60,960,0.9,0.8,0.782387747,0.795
pearson,mild,60,960,0.9,0.9,0.025,0.038
pearson,mild,120,15,0,0,0.025,0.034
pearson,mild,120,15,0,0.1,0.051661505,0.064
pearson,mild,120,15,0,0.2,0.098327662,0.116
pearson,mild,120,15,0,0.3,0.173905473,0.168
pearson,mild,120,15,0,0.4,0.286947092,0.309
pearson,mild,120,15,0,0.5,0.441259626,0.479
pearson,mild,120,15,0,0.6,0.628076114,0.66
pearson,mild,120,15,0,0.7,0.81628625,0.819
pearson,mild,120,15,0,0.8,0.951984861,0.967
pearson,mild,120,15,0,0.9,0.998116008,0.998
pearson,mild,120,15,0.1,0,0.051661505,0.067
pearson,mild,120,15,0.1,0.1,0.025,0.045
pearson,mild,120,15,0.1,0.2,0.052385549,0.054
pearson,mild,120,15,0.1,0.3,0.102068146,0.111
pearson,mild,120,15,0.1,0.4,0.185838418,0.2
pearson,mild,120,15,0.1,0.5,0.316044885,0.356
pearson,mild,120,15,0.1,0.6,0.498304898,0.544
pearson,mild,120,15,0.1,0.7,0.715759941,0.732
pearson,mild,120,15,0.1,0.8,0.908799722,0.931
pearson,mild,120,15,0.1,0.9,0.994855292,0.996
pearson,mild,120,15,0.2,0,0.098327662,0.1
pearson,mild,120,15,0.2,0.1,0.052385549,0.062
pearson,mild,120,15,0.2,0.2,0.025,0.047
pearson,mild,120,15,0.2,0.3,0.053953919,0.071
pearson,mild,120,15,0.2,0.4,0.109133356,0.13
pearson,mild,120,15,0.2,0.5,0.207078269,0.239
pearson,mild,120,15,0.2,0.6,0.366151984,0.394
pearson,mild,120,15,0.2,0.7,0.591916608,0.64
pearson,mild,120,15,0.2,0.8,0.8402745,0.868
pearson,mild,120,15,0.2,0.9,0.987064242,0.991
pearson,mild,120,15,0.3,0,0.173905473,0.17
pearson,mild,120,15,0.3,0.1,0.102068146,0.106
pearson,mild,120,15,0.3,0.2,0.053953919,0.066
pearson,mild,120,15,0.3,0.3,0.025,0.064
pearson,mild,120,15,0.3,0.4,0.056659945,0.057
pearson,mild,120,15,0.3,0.5,0.121222654,0.123
pearson,mild,120,15,0.3,0.6,0.24372886,0.245
pearson,mild,120,15,0.3,0.7,0.452313791,0.509
pearson,mild,120,15,0.3,0.8,0.739982367,0.783
pearson,mild,120,15,0.3,0.9,0.969661326,0.978
pearson,mild,120,15,0.4,0,0.286947092,0.272
pearson,mild,120,15,0.4,0.1,0.185838418,0.189
pearson,mild,120,15,0.4,0.2,0.109133356,0.109
pearson,mild,120,15,0.4,0.3,0.056659945,0.064
pearson,mild,120,15,0.4,0.4,0.025,0.048
pearson,mild,120,15,0.4,0.5,0.061122988,0.069
pearson,mild,120,15,0.4,0.6,0.142112552,0.159
pearson,mild,120,15,0.4,0.7,0.309828738,0.33
pearson,mild,120,15,0.4,0.8,0.605177975,0.637
pearson,mild,120,15,0.4,0.9,0.933104829,0.96
pearson,mild,120,15,0.5,0,0.441259626,0.446
pearson,mild,120,15,0.5,0.1,0.316044885,0.316
pearson,mild,120,15,0.5,0.2,0.207078269,0.176
pearson,mild,120,15,0.5,0.3,0.121222654,0.122
pearson,mild,120,15,0.5,0.4,0.061122988,0.059
pearson,mild,120,15,0.5,0.5,0.025,0.051
pearson,mild,120,15,0.5,0.6,0.068715582,0.081
pearson,mild,120,15,0.5,0.7,0.18117796,0.195
pearson,mild,120,15,0.5,0.8,0.441259626,0.484
pearson,mild,120,15,0.5,0.9,0.860988651,0.896
pearson,mild,120,15,0.6,0,0.628076114,0.619
pearson,mild,120,15,0.6,0.1,0.498304898,0.489
pearson,mild,120,15,0.6,0.2,0.366151984,0.357
pearson,mild,120,15,0.6,0.3,0.24372886,0.219
pearson,mild,120,15,0.6,0.4,0.142112552,0.131
pearson,mild,120,15,0.6,0.5,0.068715582,0.067
pearson,mild,120,15,0.6,0.6,0.025,0.059
pearson,mild,120,15,0.6,0.7,0.082961482,0.099
pearson,mild,120,15,0.6,0.8,0.266867402,0.303
pearson,mild,120,15,0.6,0.9,0.729146376,0.778
pearson,mild,120,15,0.7,0,0.81628625,0.819
pearson,mild,120,15,0.7,0.1,0.715759941,0.725
pearson,mild,120,15,0.7,0.2,0.591916608,0.575
pearson,mild,120,15,0.7,0.3,0.452313791,0.429
pearson,mild,120,15,0.7,0.4,0.309828738,0.305
pearson,mild,120,15,0.7,0.5,0.18117796,0.151
pearson,mild,120,15,0.7,0.6,0.082961482,0.084
pearson,mild,120,15,0.7,0.7,0.025,0.046
pearson,mild,120,15,0.7,0.8,0.115681486,0.123
pearson,mild,120,15,0.7,0.9,0.514236425,0.567
pearson,mild,120,15,0.8,0,0.951984861,0.96
pearson,mild,120,15,0.8,0.1,0.908799722,0.91
pearson,mild,120,15,0.8,0.2,0.8402745,0.852
pearson,mild,120,15,0.8,0.3,0.739982367,0.76
pearson,mild,120,15,0.8,0.4,0.605177975,0.594
pearson,mild,120,15,0.8,0.5,0.441259626,0.39
pearson,mild,120,15,0.8,0.6,0.266867402,0.247
pearson,mild,120,15,0.8,0.7,0.115681486,0.104
pearson,mild,120,15,0.8,0.8,0.025,0.04
pearson,mild,120,15,0.8,0.9,0.233485666,0.282
pearson,mild,120,15,0.9,0,0.998116008,0.998
pearson,mild,120,15,0.9,0.1,0.994855292,0.993
pearson,mild,120,15,0.9,0.2,0.987064242,0.987
pearson,mild,120,15,0.9,0.3,0.969661326,0.958
pearson,mild,120,15,0.9,0.4,0.933104829,0.918
pearson,mild,120,15,0.9,0.5,0.860988651,0.859
pearson,mild,120,15,0.9,0.6,0.729146376,0.718
pearson,mild,120,15,0.9,0.7,0.514236425,0.478
pearson,mild,120,15,0.9,0.8,0.233485666,0.203
pearson,mild,120,15,0.9,0.9,0.025,0.055
pearson,mild,120,30,0,0,0.025,0.044
pearson,mild,120,30,0,0.1,0.068109692,0.078
pearson,mild,120,30,0,0.2,0.156148087,0.175
pearson,mild,120,30,0,0.3,0.304937462,0.314
pearson,mild,120,30,0,0.4,0.509693765,0.524
pearson,mild,120,30,0,0.5,0.730011524,0.739
pearson,mild,120,30,0,0.6,0.900876691,0.916
pearson,mild,120,30,0,0.7,0.982234465,0.983
pearson,mild,120,30,0,0.8,0.999277878,0.999
pearson,mild,120,30,0,0.9,0.9999996,1
pearson,mild,120,30,0.1,0,0.068109692,0.059
pearson,mild,120,30,0.1,0.1,0.025,0.043
pearson,mild,120,30,0.1,0.2,0.069388436,0.064
pearson,mild,120,30,0.1,0.3,0.16349431,0.205
pearson,mild,120,30,0.1,0.4,0.327927038,0.319
pearson,mild,120,30,0.1,0.5,0.556816333,0.57
pearson,mild,120,30,0.1,0.6,0.792926488,0.806
pearson,mild,120,30,0.1,0.7,0.948692693,0.957
pearson,mild,120,30,0.1,0.8,0.99669335,0.999
pearson,mild,120,30,0.1,0.9,0.999996008,1
pearson,mild,120,30,0.2,0,0.156148087,0.165
pearson,mild,120,30,0.2,0.1,0.069388436,0.085
pearson,mild,120,30,0.2,0.2,0.025,0.044
pearson,mild,120,30,0.2,0.3,0.072172483,0.077
pearson,mild,120,30,0.2,0.4,0.177418658,0.188
pearson,mild,120,30,0.2,0.5,0.368171362,0.358
pearson,mild,120,30,0.2,0.6,0.631947123,0.649
pearson,mild,120,30,0.2,0.7,0.87548431,0.89
pearson,mild,120,30,0.2,0.8,0.987327762,0.992
pearson,mild,120,30,0.2,0.9,0.999966401,1
pearson,mild,120,30,0.3,0,0.304937462,0.306
pearson,mild,120,30,0.3,0.1,0.16349431,0.158
pearson,mild,120,30,0.3,0.2,0.072172483,0.084
pearson,mild,120,30,0.3,0.3,0.025,0.044
pearson,mild,120,30,0.3,0.4,0.077019226,0.085
pearson,mild,120,30,0.3,0.5,0.20133447,0.187
pearson,mild,120,30,0.3,0.6,0.4352006,0.463
pearson,mild,120,30,0.3,0.7,0.74297407,0.752
pearson,mild,120,30,0.3,0.8,0.958713458,0.964
pearson,mild,120,30,0.3,0.9,0.999754694,0.999
pearson,mild,120,30,0.4,0,0.509693765,0.497
pearson,mild,120,30,0.4,0.1,0.327927038,0.33
pearson,mild,120,30,0.4,0.2,0.177418658,0.162
pearson,mild,120,30,0.4,0.3,0.077019226,0.083
pearson,mild,120,30,0.4,0.4,0.025,0.057
pearson,mild,120,30,0.4,0.5,0.08512247,0.1
pearson,mild,120,30,0.4,0.6,0.242681801,0.263
pearson,mild,120,30,0.4,0.7,0.546961623,0.541
pearson,mild,120,30,0.4,0.8,0.885200921,0.889
pearson,mild,120,30,0.4,0.9,0.998417684,1
pearson,mild,120,30,0.5,0,0.730011524,0.742
pearson,mild,120,30,0.5,0.1,0.556816333,0.556
pearson,mild,120,30,0.5,0.2,0.368171362,0.357
pearson,mild,120,30,0.5,0.3,0.20133447,0.192
pearson,mild,120,30,0.5,0.4,0.08512247,0.091
pearson,mild,120,30,0.5,0.5,0.025,0.047
pearson,mild,120,30,0.5,0.6,0.099178132,0.099
pearson,mild,120,30,0.5,0.7,0.318978107,0.349
pearson,mild,120,30,0.5,0.8,0.730011524,0.75
pearson,mild,120,30,0.5,0.9,0.99092956,0.994
pearson,mild,120,30,0.6,0,0.900876691,0.917
pearson,mild,120,30,0.6,0.1,0.792926488,0.806
pearson,mild,120,30,0.6,0.2,0.631947123,0.641
pearson,mild,120,30,0.6,0.3,0.4352006,0.432
pearson,mild,120,30,0.6,0.4,0.242681801,0.241
pearson,mild,120,30,0.6,0.5,0.099178132,0.12
pearson,mild,120,30,0.6,0.6,0.025,0.062
pearson,mild,120,30,0.6,0.7,0.126255114,0.142
pearson,mild,120,30,0.6,0.8,0.475732409,0.523
pearson,mild,120,30,0.6,0.9,0.954391701,0.955
pearson,mild,120,30,0.7,0,0.982234465,0.985
pearson,mild,120,30,0.7,0.1,0.948692693,0.944
pearson,mild,120,30,0.7,0.2,0.87548431,0.875
pearson,mild,120,30,0.7,0.3,0.74297407,0.755
pearson,mild,120,30,0.7,0.4,0.546961623,0.54
pearson,mild,120,30,0.7,0.5,0.318978107,0.332
pearson,mild,120,30,0.7,0.6,0.126255114,0.119
pearson,mild,120,30,0.7,0.7,0.025,0.045
pearson,mild,120,30,0.7,0.8,0.190363415,0.205
pearson,mild,120,30,0.7,0.9,0.808756829,0.819
pearson,mild,120,30,0.8,0,0.999277878,0.998
pearson,mild,120,30,0.8,0.1,0.99669335,0.996
pearson,mild,120,30,0.8,0.2,0.987327762,0.993
pearson,mild,120,30,0.8,0.3,0.958713458,0.957
pearson,mild,120,30,0.8,0.4,0.885200921,0.872
pearson,mild,120,30,0.8,0.5,0.730011524,0.721
pearson,mild,120,30,0.8,0.6,0.475732409,0.457
pearson,mild,120,30,0.8,0.7,0.190363415,0.177
pearson,mild,120,30,0.8,0.8,0.025,0.044
pearson,mild,120,30,0.8,0.9,0.416801908,0.445
pearson,mild,120,30,0.9,0,0.9999996,1
pearson,mild,120,30,0.9,0.1,0.999996008,1
pearson,mild,120,30,0.9,0.2,0.999966401,1
pearson,mild,120,30,0.9,0.3,0.999754694,1
pearson,mild,120,30,0.9,0.4,0.998417684,1
pearson,mild,120,30,0.9,0.5,0.99092956,0.987
pearson,mild,120,30,0.9,0.6,0.954391701,0.94
pearson,mild,120,30,0.9,0.7,0.808756829,0.791
pearson,mild,120,30,0.9,0.8,0.416801908,0.403
pearson,mild,120,30,0.9,0.9,0.025,0.054
pearson,mild,120,60,0,0,0.025,0.048
pearson,mild,120,60,0,0.1,0.090318694,0.094
pearson,mild,120,60,0,0.2,0.240448249,0.248
pearson,mild,120,60,0,0.3,0.482551649,0.489
pearson,mild,120,60,0,0.4,0.746275774,0.764
pearson,mild,120,60,0,0.5,0.925172431,0.937
pearson,mild,120,60,0,0.6,0.990130176,0.994
pearson,mild,120,60,0,0.7,0.999674507,1
pearson,mild,120,60,0,0.8,0.999999356,1
pearson,mild,120,60,0,0.9,1,1
pearson,mild,120,60,0.1,0,0.090318694,0.094
pearson,mild,120,60,0.1,0.1,0.025,0.058
pearson,mild,120,60,0.1,0.2,0.092414834,0.104
pearson,mild,120,60,0.1,0.3,0.253051033,0.277
pearson,mild,120,60,0.1,0.4,0.516609963,0.536
pearson,mild,120,60,0.1,0.5,0.793772716,0.785
pearson,mild,120,60,0.1,0.6,0.956375498,0.963
pearson,mild,120,60,0.1,0.7,0.997350417,0.996
pearson,mild,120,60,0.1,0.8,0.999987801,1
pearson,mild,120,60,0.1,0.9,1,1
