method,dist,n1,n2,rho1,rho2,fz_nosim,fz
spearman,normal,240,30,0,0.1,0.071326121,0.091
spearman,normal,240,30,0,0.2,0.168061003,0.157
spearman,normal,240,30,0,0.3,0.331377058,0.335
spearman,normal,240,30,0,0.4,0.550045454,0.549
spearman,normal,240,30,0,0.5,0.771689152,0.79
spearman,normal,240,30,0,0.6,0.926831212,0.938
spearman,normal,240,30,0,0.7,0.989555784,0.993
spearman,normal,240,30,0,0.8,0.999718465,1
spearman,normal,240,30,0,0.9,0.999999938,1
spearman,normal,240,30,0.1,0,0.071326121,0.079
spearman,normal,240,30,0.1,0.1,0.025,0.055
spearman,normal,240,30,0.1,0.2,0.072719204,0.071
spearman,normal,240,30,0.1,0.3,0.17616163,0.193
spearman,normal,240,30,0.1,0.4,0.356361191,0.363
spearman,normal,240,30,0.1,0.5,0.598877493,0.643
spearman,normal,240,30,0.1,0.6,0.831122794,0.85
spearman,normal,240,30,0.1,0.7,0.965316078,0.978
spearman,normal,240,30,0.1,0.8,0.998435782,1
spearman,normal,240,30,0.1,0.9,0.999999183,1
spearman,normal,240,30,0.2,0,0.168061003,0.173
spearman,normal,240,30,0.2,0.1,0.072719204,0.076
spearman,normal,240,30,0.2,0.2,0.025,0.051
spearman,normal,240,30,0.2,0.3,0.075754464,0.082
spearman,normal,240,30,0.2,0.4,0.191513664,0.219
spearman,normal,240,30,0.2,0.5,0.399868726,0.436
spearman,normal,240,30,0.2,0.6,0.675259052,0.705
spearman,normal,240,30,0.2,0.7,0.905220848,0.911
spearman,normal,240,30,0.2,0.8,0.99287103,0.989
spearman,normal,240,30,0.2,0.9,0.999991069,1
spearman,normal,240,30,0.3,0,0.331377058,0.335
spearman,normal,240,30,0.3,0.1,0.17616163,0.177
spearman,normal,240,30,0.3,0.2,0.075754464,0.076
spearman,normal,240,30,0.3,0.3,0.025,0.059
spearman,normal,240,30,0.3,0.4,0.081045434,0.082
spearman,normal,240,30,0.3,0.5,0.217863548,0.249
spearman,normal,240,30,0.3,0.6,0.471595438,0.499
spearman,normal,240,30,0.3,0.7,0.78410869,0.798
spearman,normal,240,30,0.3,0.8,0.972882586,0.979
spearman,normal,240,30,0.3,0.9,0.999916501,1
spearman,normal,240,30,0.4,0,0.550045454,0.56
spearman,normal,240,30,0.4,0.1,0.356361191,0.347
spearman,normal,240,30,0.4,0.2,0.191513664,0.235
spearman,normal,240,30,0.4,0.3,0.081045434,0.104
spearman,normal,240,30,0.4,0.4,0.025,0.045
spearman,normal,240,30,0.4,0.5,0.089908457,0.101
spearman,normal,240,30,0.4,0.6,0.263317848,0.291
spearman,normal,240,30,0.4,0.7,0.588720485,0.612
spearman,normal,240,30,0.4,0.8,0.913569179,0.927
spearman,normal,240,30,0.4,0.9,0.99931865,1
spearman,normal,240,30,0.5,0,0.771689152,0.762
spearman,normal,240,30,0.5,0.1,0.598877493,0.6
spearman,normal,240,30,0.5,0.2,0.399868726,0.398
spearman,normal,240,30,0.5,0.3,0.217863548,0.217
spearman,normal,240,30,0.5,0.4,0.089908457,0.094
spearman,normal,240,30,0.5,0.5,0.025,0.053
spearman,normal,240,30,0.5,0.6,0.105322284,0.107
spearman,normal,240,30,0.5,0.7,0.34664649,0.335
spearman,normal,240,30,0.5,0.8,0.771689152,0.803
spearman,normal,240,30,0.5,0.9,0.995113967,0.998
spearman,normal,240,30,0.6,0,0.926831212,0.928
spearman,normal,240,30,0.6,0.1,0.831122794,0.841
spearman,normal,240,30,0.6,0.2,0.675259052,0.672
spearman,normal,240,30,0.6,0.3,0.471595438,0.445
spearman,normal,240,30,0.6,0.4,0.263317848,0.256
spearman,normal,240,30,0.6,0.5,0.105322284,0.095
spearman,normal,240,30,0.6,0.6,0.025,0.043
spearman,normal,240,30,0.6,0.7,0.135109325,0.163
spearman,normal,240,30,0.6,0.8,0.51445938,0.55
spearman,normal,240,30,0.6,0.9,0.969646481,0.975
spearman,normal,240,30,0.7,0,0.989555784,0.99
spearman,normal,240,30,0.7,0.1,0.965316078,0.962
spearman,normal,240,30,0.7,0.2,0.905220848,0.895
spearman,normal,240,30,0.7,0.3,0.78410869,0.771
spearman,normal,240,30,0.7,0.4,0.588720485,0.598
spearman,normal,240,30,0.7,0.5,0.34664649,0.311
spearman,normal,240,30,0.7,0.6,0.135109325,0.132
spearman,normal,240,30,0.7,0.7,0.025,0.048
spearman,normal,240,30,0.7,0.8,0.205779681,0.209
spearman,normal,240,30,0.7,0.9,0.84571291,0.86
spearman,normal,240,30,0.8,0,0.999718465,0.999
spearman,normal,240,30,0.8,0.1,0.998435782,1
spearman,normal,240,30,0.8,0.2,0.99287103,0.99
spearman,normal,240,30,0.8,0.3,0.972882586,0.973
spearman,normal,240,30,0.8,0.4,0.913569179,0.9
spearman,normal,240,30,0.8,0.5,0.771689152,0.756
spearman,normal,240,30,0.8,0.6,0.51445938,0.496
spearman,normal,240,30,0.8,0.7,0.205779681,0.211
spearman,normal,240,30,0.8,0.8,0.025,0.053
spearman,normal,240,30,0.8,0.9,0.452006704,0.493
spearman,normal,240,30,0.9,0,0.999999938,1
spearman,normal,240,30,0.9,0.1,0.999999183,1
spearman,normal,240,30,0.9,0.2,0.999991069,1
spearman,normal,240,30,0.9,0.3,0.999916501,1
spearman,normal,240,30,0.9,0.4,0.99931865,0.998
spearman,normal,240,30,0.9,0.5,0.995113967,0.997
spearman,normal,240,30,0.9,0.6,0.969646481,0.977
spearman,normal,240,30,0.9,0.7,0.84571291,0.825
spearman,normal,240,30,0.9,0.8,0.452006704,0.407
spearman,normal,240,30,0.9,0.9,0.025,0.051
spearman,normal,240,60,0,0,0.025,0.058
spearman,normal,240,60,0,0.1,0.100301755,0.09
spearman,normal,240,60,0,0.2,0.279029275,0.283
spearman,normal,240,60,0,0.3,0.554933373,0.591
spearman,normal,240,60,0,0.4,0.819054822,0.82
spearman,normal,240,60,0,0.5,0.961095683,0.966
spearman,normal,240,60,0,0.6,0.996914753,1
spearman,normal,240,60,0,0.7,0.999955558,1
spearman,normal,240,60,0,0.8,0.99999998,1
spearman,normal,240,60,0,0.9,1,1
spearman,normal,240,60,0.1,0,0.100301755,0.114
spearman,normal,240,60,0.1,0.1,0.025,0.056
spearman,normal,240,60,0.1,0.2,0.102782036,0.103
spearman,normal,240,60,0.1,0.3,0.2939112,0.3
spearman,normal,240,60,0.1,0.4,0.591590798,0.593
spearman,normal,240,60,0.1,0.5,0.860687856,0.865
spearman,normal,240,60,0.1,0.6,0.980226576,0.985
spearman,normal,240,60,0.1,0.7,0.999400171,0.999
spearman,normal,240,60,0.1,0.8,0.999999234,1
spearman,normal,240,60,0.1,0.9,1,1
spearman,normal,240,60,0.2,0,0.279029275,0.276
spearman,normal,240,60,0.2,0.1,0.102782036,0.114
spearman,normal,240,60,0.2,0.2,0.025,0.055
spearman,normal,240,60,0.2,0.3,0.10821056,0.106
spearman,normal,240,60,0.2,0.4,0.321873095,0.334
spearman,normal,240,60,0.2,0.5,0.651476043,0.637
spearman,normal,240,60,0.2,0.6,0.913770455,0.924
spearman,normal,240,60,0.2,0.7,0.994533844,0.997
spearman,normal,240,60,0.2,0.8,0.999980457,1
spearman,normal,240,60,0.2,0.9,1,1
spearman,normal,240,60,0.3,0,0.554933373,0.57
spearman,normal,240,60,0.3,0.1,0.2939112,0.285
spearman,normal,240,60,0.3,0.2,0.10821056,0.128
spearman,normal,240,60,0.3,0.3,0.025,0.053
spearman,normal,240,60,0.3,0.4,0.117745878,0.158
spearman,normal,240,60,0.3,0.5,0.368980512,0.37
spearman,normal,240,60,0.3,0.6,0.739070194,0.759
spearman,normal,240,60,0.3,0.7,0.965695944,0.971
spearman,normal,240,60,0.3,0.8,0.999649201,0.999
spearman,normal,240,60,0.3,0.9,0.999999998,1
spearman,normal,240,60,0.4,0,0.819054822,0.85
spearman,normal,240,60,0.4,0.1,0.591590798,0.613
spearman,normal,240,60,0.4,0.2,0.321873095,0.315
spearman,normal,240,60,0.4,0.3,0.117745878,0.123
spearman,normal,240,60,0.4,0.4,0.025,0.055
spearman,normal,240,60,0.4,0.5,0.133890304,0.133
spearman,normal,240,60,0.4,0.6,0.447036641,0.467
spearman,normal,240,60,0.4,0.7,0.852532842,0.876
spearman,normal,240,60,0.4,0.8,0.995542816,0.996
spearman,normal,240,60,0.4,0.9,0.999999868,1
spearman,normal,240,60,0.5,0,0.961095683,0.957
spearman,normal,240,60,0.5,0.1,0.860687856,0.859
spearman,normal,240,60,0.5,0.2,0.651476043,0.644
spearman,normal,240,60,0.5,0.3,0.368980512,0.36
spearman,normal,240,60,0.5,0.4,0.133890304,0.148
spearman,normal,240,60,0.5,0.5,0.025,0.049
spearman,normal,240,60,0.5,0.6,0.162329772,0.166
spearman,normal,240,60,0.5,0.7,0.577531505,0.61
spearman,normal,240,60,0.5,0.8,0.961095683,0.966
spearman,normal,240,60,0.5,0.9,0.999991307,1
spearman,normal,240,60,0.6,0,0.996914753,0.996
spearman,normal,240,60,0.6,0.1,0.980226576,0.986
spearman,normal,240,60,0.6,0.2,0.913770455,0.925
spearman,normal,240,60,0.6,0.3,0.739070194,0.742
spearman,normal,240,60,0.6,0.4,0.447036641,0.438
spearman,normal,240,60,0.6,0.5,0.162329772,0.139
spearman,normal,240,60,0.6,0.6,0.025,0.044
spearman,normal,240,60,0.6,0.7,0.21785624,0.244
spearman,normal,240,60,0.6,0.8,0.78480039,0.803
spearman,normal,240,60,0.6,0.9,0.999551571,1
spearman,normal,240,60,0.7,0,0.999955558,1
spearman,normal,240,60,0.7,0.1,0.999400171,1
spearman,normal,240,60,0.7,0.2,0.994533844,0.995
spearman,normal,240,60,0.7,0.3,0.965695944,0.961
spearman,normal,240,60,0.7,0.4,0.852532842,0.858
spearman,normal,240,60,0.7,0.5,0.577531505,0.582
spearman,normal,240,60,0.7,0.6,0.21785624,0.217
spearman,normal,240,60,0.7,0.7,0.025,0.051
spearman,normal,240,60,0.7,0.8,0.34752853,0.393
spearman,normal,240,60,0.7,0.9,0.983843622,0.986
spearman,normal,240,60,0.8,0,0.99999998,1
spearman,normal,240,60,0.8,0.1,0.999999234,1
spearman,normal,240,60,0.8,0.2,0.999980457,1
spearman,normal,240,60,0.8,0.3,0.999649201,1
spearman,normal,240,60,0.8,0.4,0.995542816,0.993
spearman,normal,240,60,0.8,0.5,0.961095683,0.955
spearman,normal,240,60,0.8,0.6,0.78480039,0.773
spearman,normal,240,60,0.8,0.7,0.34752853,0.333
spearman,normal,240,60,0.8,0.8,0.025,0.053
spearman,normal,240,60,0.8,0.9,0.716527899,0.741
spearman,normal,240,60,0.9,0,1,1
spearman,normal,240,60,0.9,0.1,1,1
spearman,normal,240,60,0.9,0.2,1,1
spearman,normal,240,60,0.9,0.3,0.999999998,1
spearman,normal,240,60,0.9,0.4,0.999999868,1
spearman,normal,240,60,0.9,0.5,0.999991307,0.999
spearman,normal,240,60,0.9,0.6,0.999551571,1
spearman,normal,240,60,0.9,0.7,0.983843622,0.982
spearman,normal,240,60,0.9,0.8,0.716527899,0.688
spearman,normal,240,60,0.9,0.9,0.025,0.048
spearman,normal,240,120,0,0,0.025,0.043
spearman,normal,240,120,0,0.1,0.141871074,0.148
spearman,normal,240,120,0,0.2,0.43420079,0.435
spearman,normal,240,120,0,0.3,0.782135168,0.798
spearman,normal,240,120,0,0.4,0.963234504,0.956
spearman,normal,240,120,0,0.5,0.998143949,0.999
spearman,normal,240,120,0,0.6,0.999985081,1
spearman,normal,240,120,0,0.7,0.999999995,1
spearman,normal,240,120,0,0.8,1,1
spearman,normal,240,120,0,0.9,1,1
spearman,normal,240,120,0.1,0,0.141871074,0.129
spearman,normal,240,120,0.1,0.1,0.025,0.046
spearman,normal,240,120,0.1,0.2,0.1460096,0.158
spearman,normal,240,120,0.1,0.3,0.456764374,0.459
spearman,normal,240,120,0.1,0.4,0.816340726,0.819
spearman,normal,240,120,0.1,0.5,0.97797584,0.976
spearman,normal,240,120,0.1,0.6,0.999493136,1
spearman,normal,240,120,0.1,0.7,0.999999311,1
spearman,normal,240,120,0.1,0.8,1,1
spearman,normal,240,120,0.1,0.9,1,1
spearman,normal,240,120,0.2,0,0.43420079,0.472
spearman,normal,240,120,0.2,0.1,0.1460096,0.133
spearman,normal,240,120,0.2,0.2,0.025,0.053
spearman,normal,240,120,0.2,0.3,0.155088602,0.151
spearman,normal,240,120,0.2,0.4,0.498103394,0.535
spearman,normal,240,120,0.2,0.5,0.865932809,0.857
spearman,normal,240,120,0.2,0.6,0.991353715,0.989
spearman,normal,240,120,0.2,0.7,0.999956048,1
spearman,normal,240,120,0.2,0.8,0.999999999,1
spearman,normal,240,120,0.2,0.9,1,1
spearman,normal,240,120,0.3,0,0.782135168,0.767
spearman,normal,240,120,0.3,0.1,0.456764374,0.458
spearman,normal,240,120,0.3,0.2,0.155088602,0.163
spearman,normal,240,120,0.3,0.3,0.025,0.059
spearman,normal,240,120,0.3,0.4,0.171089712,0.187
spearman,normal,240,120,0.3,0.5,0.564447627,0.553
spearman,normal,240,120,0.3,0.6,0.924401128,0.925
spearman,normal,240,120,0.3,0.7,0.998542915,0.999
spearman,normal,240,120,0.3,0.8,0.999999747,1
spearman,normal,240,120,0.3,0.9,1,1
spearman,normal,240,120,0.4,0,0.963234504,0.961
spearman,normal,240,120,0.4,0.1,0.816340726,0.807
spearman,normal,240,120,0.4,0.2,0.498103394,0.517
spearman,normal,240,120,0.4,0.3,0.171089712,0.175
spearman,normal,240,120,0.4,0.4,0.025,0.057
spearman,normal,240,120,0.4,0.5,0.198263323,0.192
spearman,normal,240,120,0.4,0.6,0.664660923,0.655
spearman,normal,240,120,0.4,0.7,0.975382639,0.971
spearman,normal,240,120,0.4,0.8,0.999970121,1
spearman,normal,240,120,0.4,0.9,1,1
spearman,normal,240,120,0.5,0,0.998143949,0.998
spearman,normal,240,120,0.5,0.1,0.97797584,0.98
spearman,normal,240,120,0.5,0.2,0.865932809,0.865
spearman,normal,240,120,0.5,0.3,0.564447627,0.56
spearman,normal,240,120,0.5,0.4,0.198263323,0.184
spearman,normal,240,120,0.5,0.5,0.025,0.047
spearman,normal,240,120,0.5,0.6,0.246071067,0.236
spearman,normal,240,120,0.5,0.7,0.803566661,0.798
spearman,normal,240,120,0.5,0.8,0.998143949,0.999
spearman,normal,240,120,0.5,0.9,1,1
spearman,normal,240,120,0.6,0,0.999985081,1
spearman,normal,240,120,0.6,0.1,0.999493136,0.998
spearman,normal,240,120,0.6,0.2,0.991353715,0.99
spearman,normal,240,120,0.6,0.3,0.924401128,0.935
spearman,normal,240,120,0.6,0.4,0.664660923,0.651
spearman,normal,240,120,0.6,0.5,0.246071067,0.231
spearman,normal,240,120,0.6,0.6,0.025,0.05
spearman,normal,240,120,0.6,0.7,0.337743987,0.321
spearman,normal,240,120,0.6,0.8,0.94829962,0.94
spearman,normal,240,120,0.6,0.9,0.9999996,1
spearman,normal,240,120,0.7,0,0.999999995,1
spearman,normal,240,120,0.7,0.1,0.999999311,1
spearman,normal,240,120,0.7,0.2,0.999956048,1
spearman,normal,240,120,0.7,0.3,0.998542915,1
spearman,normal,240,120,0.7,0.4,0.975382639,0.975
spearman,normal,240,120,0.7,0.5,0.803566661,0.782
spearman,normal,240,120,0.7,0.6,0.337743987,0.356
spearman,normal,240,120,0.7,0.7,0.025,0.045
spearman,normal,240,120,0.7,0.8,0.534763505,0.546
spearman,normal,240,120,0.7,0.9,0.999655403,0.999
spearman,normal,240,120,0.8,0,1,1
spearman,normal,240,120,0.8,0.1,1,1
spearman,normal,240,120,0.8,0.2,0.999999999,1
spearman,normal,240,120,0.8,0.3,0.999999747,1
spearman,normal,240,120,0.8,0.4,0.999970121,1
spearman,normal,240,120,0.8,0.5,0.998143949,0.998
spearman,normal,240,120,0.8,0.6,0.94829962,0.962
spearman,normal,240,120,0.8,0.7,0.534763505,0.56
spearman,normal,240,120,0.8,0.8,0.025,0.065
spearman,normal,240,120,0.8,0.9,0.91095009,0.919
spearman,normal,240,120,0.9,0,1,1
spearman,normal,240,120,0.9,0.1,1,1
spearman,normal,240,120,0.9,0.2,1,1
spearman,normal,240,120,0.9,0.3,1,1
spearman,normal,240,120,0.9,0.4,1,1
spearman,normal,240,120,0.9,0.5,1,1
spearman,normal,240,120,0.9,0.6,0.9999996,1
spearman,normal,240,120,0.9,0.7,0.999655403,1
spearman,normal,240,120,0.9,0.8,0.91095009,0.909
spearman,normal,240,120,0.9,0.9,0.025,0.043
spearman,normal,240,240,0,0,0.025,0.045
spearman,normal,240,240,0,0.1,0.192769323,0.215
spearman,normal,240,240,0,0.2,0.597521153,0.608
spearman,normal,240,240,0,0.3,0.920640858,0.927
spearman,normal,240,240,0,0.4,0.995996578,0.999
spearman,normal,240,240,0,0.5,0.999970858,1
spearman,normal,240,240,0,0.6,0.999999988,1
spearman,normal,240,240,0,0.7,1,1
spearman,normal,240,240,0,0.8,1,1
spearman,normal,240,240,0,0.9,1,1
spearman,normal,240,240,0.1,0,0.192769323,0.192
spearman,normal,240,240,0.1,0.1,0.025,0.038
spearman,normal,240,240,0.1,0.2,0.198974055,0.211
spearman,normal,240,240,0.1,0.3,0.624441871,0.602
spearman,normal,240,240,0.1,0.4,0.940567282,0.944
spearman,normal,240,240,0.1,0.5,0.998291115,0.999
spearman,normal,240,240,0.1,0.6,0.999996493,1
spearman,normal,240,240,0.1,0.7,1,1
spearman,normal,240,240,0.1,0.8,1,1
spearman,normal,240,240,0.1,0.9,1,1
spearman,normal,240,240,0.2,0,0.597521153,0.629
spearman,normal,240,240,0.2,0.1,0.198974055,0.178
spearman,normal,240,240,0.2,0.2,0.025,0.048
spearman,normal,240,240,0.2,0.3,0.212578998,0.217
spearman,normal,240,240,0.2,0.4,0.67179712,0.674
spearman,normal,240,240,0.2,0.5,0.965065314,0.961
spearman,normal,240,240,0.2,0.6,0.99963569,1
spearman,normal,240,240,0.2,0.7,0.999999933,1
spearman,normal,240,240,0.2,0.8,1,1
spearman,normal,240,240,0.2,0.9,1,1
spearman,normal,240,240,0.3,0,0.920640858,0.931
spearman,normal,240,240,0.3,0.1,0.624441871,0.624
spearman,normal,240,240,0.3,0.2,0.212578998,0.228
spearman,normal,240,240,0.3,0.3,0.025,0.055
spearman,normal,240,240,0.3,0.4,0.236508661,0.243
spearman,normal,240,240,0.3,0.5,0.742249889,0.735
spearman,normal,240,240,0.3,0.6,0.986658282,0.981
spearman,normal,240,240,0.3,0.7,0.99998038,1
spearman,normal,240,240,0.3,0.8,1,1
spearman,normal,240,240,0.3,0.9,1,1
spearman,normal,240,240,0.4,0,0.995996578,0.997
spearman,normal,240,240,0.4,0.1,0.940567282,0.941
spearman,normal,240,240,0.4,0.2,0.67179712,0.666
spearman,normal,240,240,0.4,0.3,0.236508661,0.273
spearman,normal,240,240,0.4,0.4,0.025,0.036
spearman,normal,240,240,0.4,0.5,0.276895702,0.296
spearman,normal,240,240,0.4,0.6,0.834905219,0.844
spearman,normal,240,240,0.4,0.7,0.997944559,0.997
spearman,normal,240,240,0.4,0.8,0.999999964,1
spearman,normal,240,240,0.4,0.9,1,1
spearman,normal,240,240,0.5,0,0.999970858,1
spearman,normal,240,240,0.5,0.1,0.998291115,0.999
spearman,normal,240,240,0.5,0.2,0.965065314,0.97
spearman,normal,240,240,0.5,0.3,0.742249889,0.716
spearman,normal,240,240,0.5,0.4,0.276895702,0.283
spearman,normal,240,240,0.5,0.5,0.025,0.045
spearman,normal,240,240,0.5,0.6,0.346737559,0.351
spearman,normal,240,240,0.5,0.7,0.933406226,0.931
spearman,normal,240,240,0.5,0.8,0.999970858,1
spearman,normal,240,240,0.5,0.9,1,1
spearman,normal,240,240,0.6,0,0.999999988,1
spearman,normal,240,240,0.6,0.1,0.999996493,1
spearman,normal,240,240,0.6,0.2,0.99963569,1
spearman,normal,240,240,0.6,0.3,0.986658282,0.98
spearman,normal,240,240,0.6,0.4,0.834905219,0.824
spearman,normal,240,240,0.6,0.5,0.346737559,0.313
spearman,normal,240,240,0.6,0.6,0.025,0.048
spearman,normal,240,240,0.6,0.7,0.474417189,0.482
spearman,normal,240,240,0.6,0.8,0.992932931,0.993
spearman,normal,240,240,0.6,0.9,1,1
spearman,normal,240,240,0.7,0,1,1
spearman,normal,240,240,0.7,0.1,1,1
spearman,normal,240,240,0.7,0.2,0.999999933,1
spearman,normal,240,240,0.7,0.3,0.99998038,1
spearman,normal,240,240,0.7,0.4,0.997944559,0.998
spearman,normal,240,240,0.7,0.5,0.933406226,0.932
spearman,normal,240,240,0.7,0.6,0.474417189,0.455
spearman,normal,240,240,0.7,0.7,0.025,0.043
spearman,normal,240,240,0.7,0.8,0.711592409,0.725
spearman,normal,240,240,0.7,0.9,0.999998127,1
spearman,normal,240,240,0.8,0,1,1
spearman,normal,240,240,0.8,0.1,1,1
spearman,normal,240,240,0.8,0.2,1,1
spearman,normal,240,240,0.8,0.3,1,1
spearman,normal,240,240,0.8,0.4,0.999999964,1
spearman,normal,240,240,0.8,0.5,0.999970858,1
spearman,normal,240,240,0.8,0.6,0.992932931,0.995
spearman,normal,240,240,0.8,0.7,0.711592409,0.698
spearman,normal,240,240,0.8,0.8,0.025,0.042
spearman,normal,240,240,0.8,0.9,0.982442869,0.982
spearman,normal,240,240,0.9,0,1,1
spearman,normal,240,240,0.9,0.1,1,1
spearman,normal,240,240,0.9,0.2,1,1
spearman,normal,240,240,0.9,0.3,1,1
spearman,normal,240,240,0.9,0.4,1,1
spearman,normal,240,240,0.9,0.5,1,1
spearman,normal,240,240,0.9,0.6,1,1
spearman,normal,240,240,0.9,0.7,0.999998127,1
spearman,normal,240,240,0.9,0.8,0.982442869,0.986
spearman,normal,240,240,0.9,0.9,0.025,0.049
spearman,normal,240,480,0,0,0.025,0.043
spearman,normal,240,480,0,0.1,0.242762446,0.239
spearman,normal,240,480,0,0.2,0.722746522,0.713
spearman,normal,240,480,0,0.3,0.973487774,0.977
spearman,normal,240,480,0,0.4,0.999625264,1
spearman,normal,240,480,0,0.5,0.999999633,1
spearman,normal,240,480,0,0.6,1,1
spearman,normal,240,480,0,0.7,1,1
spearman,normal,240,480,0,0.8,1,1
spearman,normal,240,480,0,0.9,1,1
spearman,normal,240,480,0.1,0,0.242762446,0.234
spearman,normal,240,480,0.1,0.1,0.025,0.056
spearman,normal,240,480,0.1,0.2,0.250951106,0.275
spearman,normal,240,480,0.1,0.3,0.749272407,0.78
spearman,normal,240,480,0.1,0.4,0.982497104,0.988
spearman,normal,240,480,0.1,0.5,0.999887624,1
spearman,normal,240,480,0.1,0.6,0.999999981,1
spearman,normal,240,480,0.1,0.7,1,1
spearman,normal,240,480,0.1,0.8,1,1
spearman,normal,240,480,0.1,0.9,1,1
spearman,normal,240,480,0.2,0,0.722746522,0.731
spearman,normal,240,480,0.2,0.1,0.250951106,0.243
spearman,normal,240,480,0.2,0.2,0.025,0.05
spearman,normal,240,480,0.2,0.3,0.268860693,0.275
spearman,normal,240,480,0.2,0.4,0.793842677,0.794
spearman,normal,240,480,0.2,0.5,0.991824209,0.989
spearman,normal,240,480,0.2,0.6,0.999987284,1
spearman,normal,240,480,0.2,0.7,1,1
spearman,normal,240,480,0.2,0.8,1,1
spearman,normal,240,480,0.2,0.9,1,1
spearman,normal,240,480,0.3,0,0.973487774,0.981
spearman,normal,240,480,0.3,0.1,0.749272407,0.733
spearman,normal,240,480,0.3,0.2,0.268860693,0.249
spearman,normal,240,480,0.3,0.3,0.025,0.051
spearman,normal,240,480,0.3,0.4,0.300182924,0.304
spearman,normal,240,480,0.3,0.5,0.854805916,0.851
spearman,normal,240,480,0.3,0.6,0.997929541,0.998
spearman,normal,240,480,0.3,0.7,0.999999789,1
spearman,normal,240,480,0.3,0.8,1,1
spearman,normal,240,480,0.3,0.9,1,1
spearman,normal,240,480,0.4,0,0.999625264,1
spearman,normal,240,480,0.4,0.1,0.982497104,0.974
spearman,normal,240,480,0.4,0.2,0.793842677,0.796
spearman,normal,240,480,0.4,0.3,0.300182924,0.324
spearman,normal,240,480,0.4,0.4,0.025,0.043
spearman,normal,240,480,0.4,0.5,0.352411124,0.346
spearman,normal,240,480,0.4,0.6,0.923803945,0.92
spearman,normal,240,480,0.4,0.7,0.999854118,1
spearman,normal,240,480,0.4,0.8,1,1
spearman,normal,240,480,0.4,0.9,1,1
spearman,normal,240,480,0.5,0,0.999999633,1
spearman,normal,240,480,0.5,0.1,0.999887624,1
spearman,normal,240,480,0.5,0.2,0.991824209,0.991
spearman,normal,240,480,0.5,0.3,0.854805916,0.855
spearman,normal,240,480,0.5,0.4,0.352411124,0.362
spearman,normal,240,480,0.5,0.5,0.025,0.049
spearman,normal,240,480,0.5,0.6,0.440377584,0.416
spearman,normal,240,480,0.5,0.7,0.979392466,0.974
spearman,normal,240,480,0.5,0.8,0.999999633,1
spearman,normal,240,480,0.5,0.9,1,1
spearman,normal,240,480,0.6,0,1,1
spearman,normal,240,480,0.6,0.1,0.999999981,1
spearman,normal,240,480,0.6,0.2,0.999987284,0.999
spearman,normal,240,480,0.6,0.3,0.997929541,1
spearman,normal,240,480,0.6,0.4,0.923803945,0.933
spearman,normal,240,480,0.6,0.5,0.440377584,0.43
spearman,normal,240,480,0.6,0.6,0.025,0.05
spearman,normal,240,480,0.6,0.7,0.59150103,0.574
spearman,normal,240,480,0.6,0.8,0.999161022,0.999
spearman,normal,240,480,0.6,0.9,1,1
spearman,normal,240,480,0.7,0,1,1
spearman,normal,240,480,0.7,0.1,1,1
spearman,normal,240,480,0.7,0.2,1,1
spearman,normal,240,480,0.7,0.3,0.999999789,1
spearman,normal,240,480,0.7,0.4,0.999854118,1
spearman,normal,240,480,0.7,0.5,0.979392466,0.983
spearman,normal,240,480,0.7,0.6,0.59150103,0.598
spearman,normal,240,480,0.7,0.7,0.025,0.058
spearman,normal,240,480,0.7,0.8,0.829104469,0.815
spearman,normal,240,480,0.7,0.9,0.999999992,1
spearman,normal,240,480,0.8,0,1,1
spearman,normal,240,480,0.8,0.1,1,1
spearman,normal,240,480,0.8,0.2,1,1
spearman,normal,240,480,0.8,0.3,1,1
spearman,normal,240,480,0.8,0.4,1,1
spearman,normal,240,480,0.8,0.5,0.999999633,1
spearman,normal,240,480,0.8,0.6,0.999161022,0.999
spearman,normal,240,480,0.8,0.7,0.829104469,0.835
spearman,normal,240,480,0.8,0.8,0.025,0.055
spearman,normal,240,480,0.8,0.9,0.996938643,0.994
spearman,normal,240,480,0.9,0,1,1
spearman,normal,240,480,0.9,0.1,1,1
spearman,normal,240,480,0.9,0.2,1,1
spearman,normal,240,480,0.9,0.3,1,1
spearman,normal,240,480,0.9,0.4,1,1
spearman,normal,240,480,0.9,0.5,1,1
spearman,normal,240,480,0.9,0.6,1,1
spearman,normal,240,480,0.9,0.7,0.999999992,1
spearman,normal,240,480,0.9,0.8,0.996938643,0.999
spearman,normal,240,480,0.9,0.9,0.025,0.049
spearman,normal,240,960,0,0,0.025,0.047
spearman,normal,240,960,0,0.1,0.281938611,0.291
spearman,normal,240,960,0,0.2,0.797915093,0.799
spearman,normal,240,960,0,0.3,0.989444397,0.987
spearman,normal,240,960,0,0.4,0.999947552,1
spearman,normal,240,960,0,0.5,0.99999999,1
spearman,normal,240,960,0,0.6,1,1
spearman,normal,240,960,0,0.7,1,1
spearman,normal,240,960,0,0.8,1,1
spearman,normal,240,960,0,0.9,1,1
spearman,normal,240,960,0.1,0,0.281938611,0.267
spearman,normal,240,960,0.1,0.1,0.025,0.053
spearman,normal,240,960,0.1,0.2,0.291614403,0.303
spearman,normal,240,960,0.1,0.3,0.822027111,0.82
spearman,normal,240,960,0.1,0.4,0.993721733,0.995
spearman,normal,240,960,0.1,0.5,0.99998821,1
spearman,normal,240,960,0.1,0.6,1,1
